,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Solar,Waste,Wind Onshore
2016-08-01 00:00:00+02:00,303.0,1056.0,14.0,134.0,215.0,4535.0,912.0,36658.0,0.0,253.0,1376.0
2016-08-01 01:00:00+02:00,301.0,1032.0,14.0,132.0,1124.0,4426.0,773.0,35885.0,0.0,256.0,1294.0
2016-08-01 02:00:00+02:00,304.0,1059.0,14.0,134.0,1401.0,4111.0,603.0,35327.0,0.0,257.0,1225.0
2016-08-01 03:00:00+02:00,285.0,1068.0,14.0,136.0,1686.0,3944.0,525.0,35817.0,0.0,256.0,1105.0
2016-08-01 04:00:00+02:00,287.0,1082.0,14.0,136.0,1815.0,3884.0,536.0,36093.0,0.0,257.0,1067.0
2016-08-01 05:00:00+02:00,303.0,1107.0,14.0,135.0,1389.0,3987.0,716.0,36324.0,0.0,256.0,1103.0
2016-08-01 06:00:00+02:00,309.0,1501.0,14.0,135.0,885.0,4131.0,1022.0,37360.0,129.0,253.0,1094.0
2016-08-01 07:00:00+02:00,305.0,1875.0,14.0,137.0,199.0,4394.0,1391.0,37700.0,396.0,253.0,998.0
2016-08-01 08:00:00+02:00,315.0,1959.0,14.0,138.0,309.0,4570.0,1634.0,38039.0,1141.0,253.0,828.0
2016-08-01 09:00:00+02:00,315.0,1975.0,14.0,137.0,968.0,4626.0,1833.0,38047.0,2204.0,245.0,829.0
2016-08-01 10:00:00+02:00,308.0,1937.0,14.0,138.0,1136.0,4750.0,1709.0,37924.0,3132.0,240.0,922.0
2016-08-01 11:00:00+02:00,307.0,1936.0,14.0,138.0,1203.0,4853.0,1679.0,37943.0,3690.0,235.0,988.0
2016-08-01 14:00:00+02:00,307.0,1925.0,14.0,138.0,251.0,4608.0,1593.0,37718.0,3682.0,233.0,1217.0
2016-08-01 15:00:00+02:00,306.0,1930.0,14.0,138.0,230.0,4501.0,1701.0,37746.0,3665.0,237.0,1269.0
2016-08-01 16:00:00+02:00,305.0,1920.0,14.0,138.0,395.0,4451.0,1489.0,37827.0,3273.0,239.0,1382.0
2016-08-01 17:00:00+02:00,303.0,1892.0,14.0,138.0,674.0,4526.0,1571.0,37793.0,2665.0,244.0,1458.0
2016-08-01 18:00:00+02:00,304.0,1914.0,14.0,138.0,1257.0,4689.0,1734.0,37875.0,1807.0,249.0,1471.0
2016-08-01 19:00:00+02:00,305.0,1982.0,14.0,138.0,1659.0,4774.0,2217.0,38015.0,878.0,253.0,1457.0
2016-08-01 20:00:00+02:00,310.0,1949.0,14.0,138.0,1556.0,4751.0,2091.0,37953.0,272.0,254.0,1395.0
2016-08-01 21:00:00+02:00,310.0,1905.0,14.0,138.0,1263.0,4689.0,1972.0,37761.0,91.0,258.0,1329.0
2016-08-01 22:00:00+02:00,309.0,1911.0,14.0,138.0,1809.0,4681.0,2348.0,37816.0,0.0,258.0,1305.0
2016-08-01 23:00:00+02:00,312.0,1930.0,14.0,138.0,1204.0,4873.0,1983.0,37925.0,0.0,260.0,1377.0
2016-08-02 00:00:00+02:00,308.0,1647.0,15.0,137.0,145.0,4691.0,999.0,37343.0,0.0,260.0,1498.0
2016-08-02 01:00:00+02:00,310.0,1321.0,15.0,134.0,1317.0,4403.0,670.0,36725.0,0.0,266.0,1730.0
