,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Nuclear,Other,Solar,Wind Offshore,Wind Onshore
2016-11-30 23:00:00+00:00,15554.0,3517.0,0.0,52.0,149.0,8343.0,1987.0,0.0,1393.0,3491.0
2016-11-30 23:30:00+00:00,13554.0,3511.0,0.0,0.0,128.0,8357.0,1985.0,0.0,1421.0,3470.0
2016-12-01 00:00:00+00:00,13350.0,3511.0,0.0,0.0,127.0,8352.0,1984.0,0.0,1404.0,3519.0
2016-12-01 00:30:00+00:00,14532.0,3499.0,0.0,0.0,127.0,8339.0,1985.0,0.0,1488.0,3432.0
2016-12-01 01:00:00+00:00,14320.0,3504.0,0.0,0.0,108.0,8348.0,1982.0,0.0,1516.0,3542.0
2016-12-01 01:30:00+00:00,13898.0,3491.0,0.0,0.0,106.0,8342.0,1986.0,0.0,1438.0,3520.0
2016-12-01 02:00:00+00:00,13638.0,3509.0,0.0,0.0,106.0,8351.0,1985.0,0.0,1419.0,3539.0
2016-12-01 02:30:00+00:00,13384.0,3519.0,0.0,0.0,107.0,8346.0,1986.0,0.0,1438.0,3604.0
2016-12-01 03:00:00+00:00,12991.0,3511.0,0.0,0.0,102.0,8344.0,1987.0,0.0,1389.0,3696.0
2016-12-01 03:30:00+00:00,12889.0,3414.0,0.0,0.0,102.0,8321.0,1984.0,0.0,1347.0,3682.0
2016-12-01 04:00:00+00:00,12461.0,3323.0,0.0,0.0,100.0,8315.0,1985.0,0.0,1403.0,3666.0
2016-12-01 04:30:00+00:00,12253.0,3396.0,0.0,0.0,99.0,8287.0,1989.0,0.0,1526.0,3683.0
2016-12-01 05:00:00+00:00,11968.0,3519.0,0.0,0.0,118.0,8271.0,1987.0,0.0,1524.0,3676.0
2016-12-01 05:30:00+00:00,12985.0,3636.0,0.0,0.0,76.0,8243.0,1985.0,0.0,1575.0,3522.0
2016-12-01 06:00:00+00:00,14290.0,3889.0,0.0,43.0,82.0,8239.0,1985.0,0.0,1546.0,3550.0
