,Biomass,Fossil Brown coal/Lignite,Fossil Gas,Fossil Oil,Hydro Run-of-river and poundage,Hydro Water Reservoir,Nuclear,Other,Other renewable,Waste,Wind Onshore
2016-12-01 00:00:00+01:00,117.0,735.0,638.0,0.0,16.0,15.0,1431.0,90.0,6.0,12.0,152.0
2016-12-01 00:15:00+01:00,117.0,734.0,719.0,0.0,16.0,16.0,1430.0,90.0,6.0,11.0,167.0
2016-12-01 00:30:00+01:00,117.0,727.0,652.0,0.0,16.0,16.0,1430.0,90.0,6.0,11.0,166.0
2016-12-01 00:45:00+01:00,117.0,735.0,568.0,0.0,17.0,16.0,1431.0,90.0,6.0,11.0,157.0
2016-12-01 01:00:00+01:00,117.0,744.0,678.0,0.0,17.0,16.0,1432.0,90.0,6.0,11.0,153.0
2016-12-01 01:15:00+01:00,116.0,735.0,656.0,0.0,17.0,16.0,1430.0,90.0,6.0,11.0,157.0
2016-12-01 01:30:00+01:00,114.0,735.0,602.0,0.0,16.0,16.0,1431.0,90.0,6.0,11.0,164.0
2016-12-01 01:45:00+01:00,109.0,735.0,576.0,0.0,16.0,16.0,1431.0,81.0,5.0,11.0,176.0
2016-12-01 02:00:00+01:00,96.0,726.0,626.0,1.0,14.0,16.0,1432.0,85.0,4.0,11.0,184.0
2016-12-01 02:15:00+01:00,83.0,720.0,595.0,1.0,14.0,16.0,1431.0,85.0,4.0,11.0,183.0
2016-12-01 02:30:00+01:00,81.0,714.0,604.0,1.0,14.0,16.0,1431.0,85.0,4.0,10.0,161.0
2016-12-01 02:45:00+01:00,82.0,721.0,571.0,1.0,14.0,16.0,1431.0,85.0,4.0,11.0,146.0
2016-12-01 03:00:00+01:00,81.0,723.0,657.0,1.0,14.0,16.0,1432.0,86.0,4.0,9.0,135.0
2016-12-01 03:15:00+01:00,81.0,720.0,668.0,1.0,15.0,16.0,1431.0,86.0,4.0,10.0,142.0
2016-12-01 03:30:00+01:00,81.0,718.0,606.0,1.0,15.0,16.0,1431.0,86.0,4.0,10.0,147.0
2016-12-01 03:45:00+01:00,81.0,721.0,589.0,1.0,15.0,16.0,1431.0,86.0,4.0,10.0,142.0
2016-12-01 04:00:00+01:00,81.0,724.0,560.0,1.0,15.0,16.0,1432.0,82.0,4.0,10.0,146.0
2016-12-01 04:15:00+01:00,81.0,723.0,586.0,1.0,15.0,16.0,1433.0,82.0,4.0,10.0,156.0
2016-12-01 04:30:00+01:00,80.0,719.0,629.0,0.0,15.0,16.0,1433.0,82.0,4.0,10.0,154.0
2016-12-01 04:45:00+01:00,81.0,725.0,755.0,0.0,15.0,16.0,1433.0,82.0,4.0,10.0,148.0
2016-12-01 05:00:00+01:00,85.0,722.0,574.0,0.0,15.0,16.0,1433.0,91.0,4.0,10.0,152.0
2016-12-01 05:15:00+01:00,98.0,727.0,556.0,0.0,15.0,16.0,1433.0,91.0,4.0,10.0,163.0
2016-12-01 05:30:00+01:00,108.0,737.0,625.0,0.0,15.0,16.0,1433.0,91.0,5.0,11.0,170.0
2016-12-01 05:45:00+01:00,114.0,730.0,850.0,0.0,15.0,16.0,1432.0,91.0,6.0,10.0,168.0
2016-12-01 06:00:00+01:00,117.0,717.0,712.0,0.0,15.0,16.0,1433.0,90.0,6.0,11.0,164.0
2016-12-01 06:15:00+01:00,118.0,727.0,842.0,0.0,15.0,16.0,1433.0,90.0,6.0,12.0,163.0
2016-12-01 06:30:00+01:00,118.0,730.0,980.0,0.0,16.0,16.0,1433.0,90.0,6.0,12.0,174.0
