,Biomass,Fossil Gas,Fossil Hard coal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Solar,Wind Onshore
2016-10-31 23:00:00+00:00,335.0,960.0,1460.0,165.0,224.0,138.0,27.0,0.0,1940.0
2016-11-01 00:00:00+00:00,332.0,694.0,1460.0,60.0,67.0,6.0,27.0,0.0,1931.0
2016-11-01 01:00:00+00:00,328.0,649.0,1459.0,151.0,11.0,21.0,27.0,0.0,1813.0
2016-11-01 02:00:00+00:00,325.0,671.0,1459.0,2.0,11.0,0.0,27.0,0.0,1712.0
2016-11-01 03:00:00+00:00,334.0,629.0,1456.0,0.0,10.0,0.0,27.0,0.0,1660.0
2016-11-01 04:00:00+00:00,330.0,633.0,1391.0,0.0,8.0,0.0,24.0,0.0,1671.0
2016-11-01 05:00:00+00:00,324.0,602.0,1387.0,0.0,10.0,0.0,24.0,0.0,1724.0
2016-11-01 06:00:00+00:00,323.0,668.0,1306.0,0.0,201.0,0.0,25.0,0.0,1640.0
2016-11-01 07:00:00+00:00,322.0,644.0,837.0,0.0,150.0,0.0,25.0,12.0,1666.0
2016-11-01 08:00:00+00:00,319.0,756.0,1069.0,0.0,372.0,8.0,25.0,92.0,1733.0
2016-11-01 09:00:00+00:00,317.0,921.0,1124.0,94.0,505.0,19.0,24.0,147.0,1592.0
2016-11-01 10:00:00+00:00,319.0,799.0,1087.0,186.0,418.0,60.0,25.0,219.0,1418.0
2016-11-01 11:00:00+00:00,324.0,766.0,1043.0,170.0,438.0,70.0,26.0,260.0,1424.0
2016-11-01 12:00:00+00:00,323.0,799.0,1099.0,69.0,587.0,83.0,26.0,274.0,1224.0
2016-11-01 13:00:00+00:00,324.0,790.0,1211.0,89.0,463.0,121.0,26.0,264.0,958.0
2016-11-01 14:00:00+00:00,325.0,803.0,1210.0,2.0,302.0,96.0,27.0,218.0,740.0
2016-11-01 15:00:00+00:00,326.0,781.0,1208.0,142.0,236.0,109.0,27.0,153.0,609.0
2016-11-01 16:00:00+00:00,322.0,831.0,1229.0,439.0,458.0,249.0,26.0,63.0,556.0
2016-11-01 17:00:00+00:00,317.0,918.0,1432.0,1268.0,883.0,912.0,25.0,3.0,576.0
2016-11-01 18:00:00+00:00,321.0,1100.0,1459.0,1319.0,1019.0,901.0,26.0,0.0,748.0
