,Biomass,Fossil Brown coal/Lignite,Fossil Coal-derived gas,Fossil Gas,Fossil Hard coal,Fossil Oil,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Wind Onshore
2016-01-01 00:00:00+01:00,232.0,3812.0,69.0,587.0,7490.0,247.0,0.0,112.0,0.0,1338.0
2016-01-01 01:00:00+01:00,233.0,3316.0,70.0,583.0,7471.0,248.0,0.0,112.0,0.0,1250.0
2016-01-01 02:00:00+01:00,233.0,3125.0,67.0,582.0,7198.0,249.0,0.0,112.0,0.0,1181.0
2016-01-01 03:00:00+01:00,233.0,3038.0,66.0,583.0,7070.0,249.0,0.0,112.0,0.0,1011.0
2016-01-01 04:00:00+01:00,233.0,3067.0,65.0,583.0,7109.0,249.0,0.0,112.0,0.0,860.0
2016-01-01 05:00:00+01:00,233.0,3171.0,67.0,584.0,7246.0,250.0,0.0,111.0,0.0,865.0
2016-01-01 06:00:00+01:00,233.0,3322.0,69.0,602.0,7374.0,251.0,0.0,111.0,0.0,755.0
2016-01-01 07:00:00+01:00,233.0,3313.0,69.0,602.0,7364.0,251.0,0.0,111.0,0.0,715.0
2016-01-01 08:00:00+01:00,233.0,3382.0,71.0,603.0,7446.0,249.0,0.0,121.0,0.0,735.0
2016-01-01 09:00:00+01:00,233.0,3691.0,72.0,603.0,7477.0,248.0,0.0,138.0,0.0,697.0
2016-01-01 10:00:00+01:00,233.0,3778.0,71.0,602.0,7423.0,248.0,0.0,140.0,0.0,615.0
2016-01-01 11:00:00+01:00,233.0,4344.0,68.0,602.0,7439.0,247.0,0.0,139.0,0.0,557.0
2016-01-01 12:00:00+01:00,233.0,4491.0,62.0,608.0,7577.0,246.0,0.0,137.0,0.0,583.0
2016-01-01 13:00:00+01:00,233.0,4552.0,63.0,608.0,7744.0,249.0,0.0,121.0,0.0,573.0
2016-01-01 14:00:00+01:00,233.0,4635.0,64.0,608.0,7568.0,249.0,0.0,120.0,0.0,577.0
2016-01-01 15:00:00+01:00,233.0,4635.0,65.0,608.0,7564.0,250.0,0.0,117.0,0.0,640.0
2016-01-01 16:00:00+01:00,233.0,4964.0,67.0,609.0,8093.0,250.0,194.0,132.0,50.0,784.0
2016-01-01 17:00:00+01:00,233.0,4954.0,70.0,608.0,8195.0,251.0,501.0,162.0,57.0,1006.0
2016-01-01 18:00:00+01:00,233.0,4936.0,69.0,607.0,8210.0,251.0,557.0,163.0,7.0,1138.0
2016-01-01 19:00:00+01:00,233.0,4877.0,67.0,607.0,8170.0,250.0,554.0,150.0,0.0,1213.0
2016-01-01 20:00:00+01:00,233.0,4900.0,65.0,608.0,8153.0,251.0,189.0,147.0,0.0,1214.0
2016-01-01 21:00:00+01:00,233.0,4804.0,65.0,607.0,7823.0,252.0,99.0,148.0,0.0,1207.0
2016-01-01 22:00:00+01:00,233.0,4605.0,65.0,585.0,7667.0,254.0,95.0,123.0,0.0,1180.0
2016-01-01 23:00:00+01:00,233.0,3520.0,65.0,584.0,7383.0,254.0,0.0,109.0,0.0,1139.0
2016-01-02 00:00:00+01:00,233.0,3183.0,67.0,584.0,7212.0,252.0,0.0,110.0,0.0,1151.0
2016-01-02 01:00:00+01:00,233.0,2972.0,66.0,584.0,7024.0,249.0,0.0,110.0,0.0,1228.0
2016-01-02 02:00:00+01:00,234.0,2967.0,61.0,584.0,7031.0,247.0,0.0,110.0,0.0,1230.0
2016-01-02 03:00:00+01:00,233.0,2972.0,61.0,585.0,7042.0,252.0,0.0,110.0,0.0,1478.0
2016-01-02 04:00:00+01:00,233.0,2986.0,61.0,585.0,7028.0,253.0,0.0,110.0,0.0,1743.0
2016-01-02 05:00:00+01:00,233.0,2959.0,63.0,587.0,6986.0,252.0,0.0,110.0,0.0,2079.0
2016-01-02 06:00:00+01:00,233.0,3202.0,64.0,604.0,7134.0,253.0,0.0,109.0,0.0,2242.0
2016-01-02 07:00:00+01:00,233.0,3331.0,64.0,605.0,7138.0,254.0,0.0,114.0,0.0,2380.0
2016-01-02 08:00:00+01:00,233.0,3681.0,67.0,606.0,7336.0,253.0,0.0,118.0,0.0,2459.0
2016-01-02 09:00:00+01:00,233.0,4467.0,67.0,605.0,7640.0,252.0,0.0,132.0,0.0,2644.0
2016-01-02 10:00:00+01:00,233.0,4754.0,67.0,605.0,7766.0,253.0,0.0,132.0,0.0,2862.0
2016-01-02 11:00:00+01:00,233.0,4637.0,66.0,606.0,7844.0,253.0,19.0,134.0,0.0,2992.0
2016-01-02 12:00:00+01:00,233.0,4662.0,65.0,612.0,7919.0,252.0,3.0,123.0,0.0,2996.0
2016-01-02 13:00:00+01:00,233.0,4856.0,67.0,612.0,8089.0,252.0,0.0,114.0,0.0,2896.0
2016-01-02 14:00:00+01:00,233.0,4810.0,67.0,612.0,8168.0,252.0,0.0,114.0,0.0,2862.0
2016-01-02 15:00:00+01:00,233.0,4977.0,70.0,612.0,8169.0,253.0,73.0,112.0,0.0,2763.0
2016-01-02 16:00:00+01:00,233.0,5561.0,72.0,613.0,8619.0,253.0,355.0,126.0,0.0,2838.0
2016-01-02 17:00:00+01:00,233.0,5213.0,70.0,612.0,8611.0,253.0,704.0,147.0,0.0,3027.0
2016-01-02 18:00:00+01:00,233.0,4945.0,65.0,612.0,8647.0,252.0,752.0,158.0,0.0,3064.0
2016-01-02 19:00:00+01:00,233.0,4962.0,65.0,613.0,8588.0,252.0,678.0,145.0,50.0,2987.0
2016-01-02 20:00:00+01:00,233.0,5200.0,64.0,613.0,8130.0,253.0,726.0,140.0,57.0,2851.0
2016-01-02 21:00:00+01:00,233.0,5059.0,63.0,613.0,8023.0,253.0,315.0,112.0,7.0,2604.0
2016-01-02 22:00:00+01:00,233.0,4838.0,63.0,613.0,7885.0,254.0,41.0,103.0,0.0,2379.0
2016-01-02 23:00:00+01:00,233.0,4103.0,64.0,591.0,7812.0,253.0,0.0,96.0,0.0,2270.0
2016-01-03 00:00:00+01:00,233.0,3643.0,64.0,589.0,7356.0,251.0,0.0,96.0,0.0,2179.0
2016-01-03 01:00:00+01:00,228.0,3624.0,63.0,589.0,7271.0,250.0,0.0,95.0,0.0,2089.0
2016-01-03 02:00:00+01:00,222.0,3681.0,64.0,590.0,7424.0,250.0,0.0,95.0,0.0,1999.0
2016-01-03 03:00:00+01:00,233.0,3740.0,64.0,590.0,7515.0,249.0,0.0,95.0,0.0,1815.0
2016-01-03 04:00:00+01:00,233.0,3884.0,64.0,589.0,7599.0,250.0,0.0,95.0,0.0,1623.0
2016-01-03 05:00:00+01:00,233.0,4208.0,62.0,591.0,7688.0,251.0,0.0,95.0,0.0,1443.0
2016-01-03 06:00:00+01:00,233.0,4410.0,61.0,608.0,7685.0,252.0,0.0,96.0,0.0,1340.0
2016-01-03 07:00:00+01:00,233.0,4524.0,63.0,607.0,7595.0,252.0,0.0,97.0,0.0,1266.0
2016-01-03 08:00:00+01:00,233.0,4854.0,67.0,607.0,7814.0,251.0,0.0,92.0,0.0,1217.0
2016-01-03 09:00:00+01:00,233.0,5389.0,68.0,607.0,8298.0,251.0,0.0,98.0,0.0,1060.0
2016-01-03 10:00:00+01:00,233.0,5670.0,66.0,611.0,8900.0,250.0,218.0,99.0,0.0,979.0
2016-01-03 11:00:00+01:00,233.0,5667.0,63.0,612.0,8981.0,248.0,295.0,100.0,0.0,986.0
2016-01-03 12:00:00+01:00,233.0,5689.0,61.0,611.0,9081.0,248.0,359.0,101.0,0.0,1018.0
2016-01-03 13:00:00+01:00,233.0,5645.0,64.0,610.0,9127.0,248.0,410.0,95.0,0.0,1073.0
2016-01-03 14:00:00+01:00,233.0,5690.0,68.0,610.0,9212.0,248.0,183.0,83.0,0.0,1045.0
2016-01-03 15:00:00+01:00,233.0,5662.0,70.0,610.0,9212.0,252.0,22.0,83.0,0.0,1114.0
2016-01-03 16:00:00+01:00,233.0,5911.0,68.0,610.0,9400.0,253.0,942.0,93.0,0.0,1326.0
2016-01-03 17:00:00+01:00,233.0,5976.0,66.0,611.0,9599.0,252.0,835.0,122.0,50.0,1581.0
2016-01-03 18:00:00+01:00,233.0,5962.0,64.0,610.0,9695.0,252.0,576.0,129.0,7.0,1713.0
