,Biomass,Fossil Gas,Fossil Hard coal,Fossil Oil,Geothermal,Hydro Pumped Storage,Hydro Run-of-river and poundage,Hydro Water Reservoir,Other,Other renewable,Solar,Waste,Wind Onshore
2016-07-01 00:00:00+02:00,272.0,0.0,0.0,0.0,0.0,472.0,4639.0,1067.0,22.0,0.0,0.0,100.0,234.0
2016-07-01 00:15:00+02:00,272.0,0.0,0.0,0.0,0.0,357.0,4594.0,1101.0,22.0,0.0,0.0,100.0,201.0
2016-07-01 00:30:00+02:00,272.0,0.0,0.0,0.0,0.0,224.0,4558.0,1046.0,22.0,0.0,0.0,100.0,186.0
2016-07-01 00:45:00+02:00,272.0,0.0,0.0,0.0,0.0,145.0,4572.0,987.0,22.0,0.0,0.0,100.0,197.0
2016-07-01 01:00:00+02:00,272.0,0.0,0.0,0.0,0.0,114.0,4559.0,1184.0,22.0,0.0,0.0,100.0,206.0
2016-07-01 01:15:00+02:00,272.0,0.0,0.0,0.0,0.0,70.0,4532.0,1105.0,22.0,0.0,0.0,100.0,229.0
2016-07-01 01:30:00+02:00,272.0,0.0,0.0,0.0,0.0,0.0,4503.0,875.0,22.0,0.0,0.0,100.0,274.0
2016-07-01 01:45:00+02:00,272.0,0.0,0.0,0.0,0.0,0.0,4481.0,822.0,22.0,0.0,0.0,100.0,302.0
2016-07-01 02:00:00+02:00,272.0,0.0,0.0,0.0,0.0,0.0,4451.0,1012.0,22.0,0.0,0.0,100.0,308.0
2016-07-01 02:15:00+02:00,272.0,0.0,0.0,0.0,0.0,0.0,4450.0,1014.0,22.0,0.0,0.0,100.0,320.0
2016-07-01 02:30:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4460.0,930.0,22.0,0.0,0.0,100.0,333.0
2016-07-01 02:45:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4483.0,876.0,22.0,0.0,0.0,100.0,322.0
2016-07-01 03:00:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4528.0,810.0,22.0,0.0,0.0,100.0,308.0
2016-07-01 03:15:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4528.0,838.0,22.0,0.0,0.0,100.0,306.0
2016-07-01 03:30:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4526.0,780.0,22.0,0.0,0.0,100.0,284.0
2016-07-01 03:45:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4558.0,802.0,22.0,0.0,0.0,100.0,264.0
2016-07-01 04:00:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4544.0,915.0,22.0,0.0,0.0,100.0,251.0
2016-07-01 04:15:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4577.0,694.0,22.0,0.0,0.0,100.0,250.0
2016-07-01 04:30:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4564.0,832.0,22.0,0.0,0.0,100.0,289.0
2016-07-01 04:45:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4585.0,782.0,22.0,0.0,0.0,100.0,319.0
2016-07-01 05:00:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4568.0,820.0,22.0,0.0,1.0,100.0,317.0
2016-07-01 05:15:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4581.0,755.0,22.0,0.0,2.0,100.0,309.0
2016-07-01 05:30:00+02:00,268.0,0.0,0.0,0.0,0.0,0.0,4582.0,892.0,22.0,0.0,3.0,100.0,318.0
